,title,price,link
112,HP Pavilion x360 Convertible Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14-dy1047TU Thin an...,"₹82,990",/hp-pavilion-x360-convertible-core-i7-11th-gen-16-gb-512-gb-ssd-windows-11-home-14-dy1047tu-thin-light-laptop/p/itm33a412438c15a?pid=COMGCNDPKPCKGGQZ&lid=LSTCOMGCNDPKPCKGGQZ6VLE0Q&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_5_113&otracker=search&fm=organic&iid=9767d8b1-70cd-45ea-8a0e-b9c2b48ba7f5.COMGCNDPKPCKGGQZ.SEARCH&ppt=None&ppn=None&ssid=wl8njxom5c0000001663390436726&qH=c06ea84a1e3dc3c6
113,APPLE 2021 Macbook Pro M1 Pro - (16 GB/512 GB SSD/Mac OS Monterey) MKGR3HN/A,"₹1,83,990",/apple-2021-macbook-pro-m1-16-gb-512-gb-ssd-mac-os-monterey-mkgr3hn-a/p/itm9c08d68146df6?pid=COMG7X7HCZSRVVM8&lid=LSTCOMG7X7HCZSRVVM8COR6DO&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_5_114&otracker=search&fm=organic&iid=9767d8b1-70cd-45ea-8a0e-b9c2b48ba7f5.COMG7X7HCZSRVVM8.SEARCH&ppt=None&ppn=None&ssid=wl8njxom5c0000001663390436726&qH=c06ea84a1e3dc3c6
114,APPLE 2021 Macbook Pro M1 Pro - (16 GB/1 TB SSD/Mac OS Monterey) MKGQ3HN/A,"₹2,26,990",/apple-2021-macbook-pro-m1-16-gb-1-tb-ssd-mac-os-monterey-mkgq3hn-a/p/itmd3d13e8e4c5f7?pid=COMG7X7HX4NNCVEN&lid=LSTCOMG7X7HX4NNCVENYBCZ3M&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_5_115&otracker=search&fm=organic&iid=9767d8b1-70cd-45ea-8a0e-b9c2b48ba7f5.COMG7X7HX4NNCVEN.SEARCH&ppt=None&ppn=None&ssid=wl8njxom5c0000001663390436726&qH=c06ea84a1e3dc3c6
115,Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDI...,"₹59,990",/lenovo-ideapad-gaming-3-ryzen-5-hexa-core-5600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-120-hz-15ach6-15ach6d1-gaming3-15ach6d1-laptop/p/itmeb72bf79e6eb4?pid=COMG8ZHDWJXZRHBW&lid=LSTCOMG8ZHDWJXZRHBWRJPFSD&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_5_116&otracker=search&fm=organic&iid=en_YeUjhD7TYT6UpoP0046ssCEJldV7TS%2F0gbNGUT28Qg6ol0yY%2B%2BeFXqRyG8S6kU1fTkMYE553525eIjqAPPPn1A%3D%3D&ppt=None&ppn=None&ssid=wl8njxom5c0000001663390436726&qH=c06ea84a1e3dc3c6
116,HP Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 15s- eq2182AU Thin and Light Laptop,"₹53,990",/hp-ryzen-5-hexa-core-5500u-16-gb-512-gb-ssd-windows-11-home-15s-eq2182au-thin-light-laptop/p/itm09b322c037285?pid=COMGFRHGDB9G3Z9C&lid=LSTCOMGFRHGDB9G3Z9C3FOYP9&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_5_117&otracker=search&fm=organic&iid=9767d8b1-70cd-45ea-8a0e-b9c2b48ba7f5.COMGFRHGDB9G3Z9C.SEARCH&ppt=None&ppn=None&ssid=wl8njxom5c0000001663390436726&qH=c06ea84a1e3dc3c6
117,APPLE MacBook Air M1 - (16 GB/512 GB SSD/Mac OS Big Sur) Z124J002KD,"₹1,32,900",/apple-macbook-air-m1-16-gb-512-gb-ssd-mac-os-big-sur-z124j002kd/p/itm7f6b2617bd5c0?pid=COMG9UD4GWJFXGEH&lid=LSTCOMG9UD4GWJFXGEHWFHDNX&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_5_118&otracker=search&fm=organic&iid=9767d8b1-70cd-45ea-8a0e-b9c2b48ba7f5.COMG9UD4GWJFXGEH.SEARCH&ppt=None&ppn=None&ssid=wl8njxom5c0000001663390436726&qH=c06ea84a1e3dc3c6
118,ASUS VivoBook 15 (2022) Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) X515EA-EJ502WS T...,"₹50,990",/asus-vivobook-15-2022-core-i5-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-x515ea-ej502ws-thin-light-laptop/p/itm1d88bb23a2484?pid=COMG87FFG6S8ZRXP&lid=LSTCOMG87FFG6S8ZRXPPOZ9DA&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_5_119&otracker=search&fm=organic&iid=9767d8b1-70cd-45ea-8a0e-b9c2b48ba7f5.COMG87FFG6S8ZRXP.SEARCH&ppt=None&ppn=None&ssid=wl8njxom5c0000001663390436726&qH=c06ea84a1e3dc3c6
119,MSI Crosshair 15 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3...,"₹1,16,990",/msi-crosshair-15-core-i7-12th-gen-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-3060-144-hz-b12uez-677in-gaming-laptop/p/itm54b59189d32e7?pid=COMGEY8WPVXF7QQY&lid=LSTCOMGEY8WPVXF7QQYLWEXUW&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_5_120&otracker=search&fm=organic&iid=en_YeUjhD7TYT6UpoP0046ssCEJldV7TS%2F0gbNGUT28Qg7760PGMAtOiS1rvRxI0Ixv6JSbGYu4ezW2%2BhZeRq8q6Q%3D%3D&ppt=None&ppn=None&ssid=wl8njxom5c0000001663390436726&qH=c06ea84a1e3dc3c6
120,DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 5410 2 in 1 Laptop,"₹71,490",/dell-inspiron-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-5410-2-1-laptop/p/itma0ee13d6817e5?pid=COMGAD2B9KZKRNHP&lid=LSTCOMGAD2B9KZKRNHPTYQCCR&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_121&otracker=search&fm=organic&iid=dde86b62-8c67-47e5-be8f-8fce45f438e6.COMGAD2B9KZKRNHP.SEARCH&ppt=None&ppn=None&ssid=yprj75tmz40000001663390437967&qH=c06ea84a1e3dc3c6
121,acer Aspire 5 Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) A515-56 Thin and Light Lap...,"₹48,750",/acer-aspire-5-core-i5-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-a515-56-thin-light-laptop/p/itmdf83f58e7a903?pid=COMG5EDTDDGAD4QE&lid=LSTCOMG5EDTDDGAD4QEP5NL6A&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_122&otracker=search&fm=organic&iid=dde86b62-8c67-47e5-be8f-8fce45f438e6.COMG5EDTDDGAD4QE.SEARCH&ppt=None&ppn=None&ssid=yprj75tmz40000001663390437967&qH=c06ea84a1e3dc3c6
122,Infinix X1 Slim Series Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL21 Thin and Light Laptop,"₹32,990",/infinix-x1-slim-series-core-i3-10th-gen-8-gb-512-gb-ssd-windows-11-home-xl21-thin-light-laptop/p/itm8a00f84208217?pid=COMGEHP5FY6FZEWE&lid=LSTCOMGEHP5FY6FZEWEJJISPY&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_123&otracker=search&fm=organic&iid=dde86b62-8c67-47e5-be8f-8fce45f438e6.COMGEHP5FY6FZEWE.SEARCH&ppt=None&ppn=None&ssid=yprj75tmz40000001663390437967&qH=c06ea84a1e3dc3c6
123,MSI Core i9 12th Gen - (32 GB/2 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA GeForce RTX 3080 Ti/120 H...,"₹3,90,990",/msi-core-i9-12th-gen-32-gb-2-tb-ssd-windows-11-home-16-gb-graphics-nvidia-geforce-rtx-3080-ti-120-hz-raider-ge77hx-12uhs-205in-gaming-laptop/p/itm9e5ce41e06c01?pid=COMGGZ23UYB7ZZUU&lid=LSTCOMGGZ23UYB7ZZUU0IYJO2&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_124&otracker=search&fm=organic&iid=en_q6ZC6eZ81oxJ0dIZPV%2FbV6HQG4uBb2VqVY9D4MUbIXllUuymknaTBBpOQ70TG2tbwE0G%2FPy5QVYZ9zUNam8UVg%3D%3D&ppt=None&ppn=None&ssid=yprj75tmz40000001663390437967&qH=c06ea84a1e3dc3c6
124,APPLE 2022 MacBook AIR M2 - (8 GB/512 GB SSD/Mac OS Monterey) MLXX3HN/A,"₹1,49,900",/apple-2022-macbook-air-m2-8-gb-512-gb-ssd-mac-os-monterey-mlxx3hn-a/p/itmbef05758d133c?pid=COMGFB2GNWNN9DN8&lid=LSTCOMGFB2GNWNN9DN8OLT676&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_125&otracker=search&fm=organic&iid=dde86b62-8c67-47e5-be8f-8fce45f438e6.COMGFB2GNWNN9DN8.SEARCH&ppt=None&ppn=None&ssid=yprj75tmz40000001663390437967&qH=c06ea84a1e3dc3c6
125,ASUS TUF Gaming A17 with 90Whr Battery Ryzen 5 Hexa Core 4600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB...,"₹60,990",/asus-tuf-gaming-a17-90whr-battery-ryzen-5-hexa-core-4600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-144-hz-fa706ihrb-hx041w-laptop/p/itm210385fd14c7a?pid=COMGFYQZZFRKBNWV&lid=LSTCOMGFYQZZFRKBNWVYP70VR&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_126&otracker=search&fm=organic&iid=dde86b62-8c67-47e5-be8f-8fce45f438e6.COMGFYQZZFRKBNWV.SEARCH&ppt=None&ppn=None&ssid=yprj75tmz40000001663390437967&qH=c06ea84a1e3dc3c6
126,Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 14ITL05 Thin and Light Laptop,"₹38,490",/lenovo-ideapad-3-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-14itl05-thin-light-laptop/p/itme5d4463121c64?pid=COMG9VKERHP4FACH&lid=LSTCOMG9VKERHP4FACHOL4YVH&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_127&otracker=search&fm=organic&iid=dde86b62-8c67-47e5-be8f-8fce45f438e6.COMG9VKERHP4FACH.SEARCH&ppt=None&ppn=None&ssid=yprj75tmz40000001663390437967&qH=c06ea84a1e3dc3c6
127,MSI Modern 14 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B10MW-639IN Notebook,"₹41,990",/msi-modern-14-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-b10mw-639in-notebook/p/itm9771296f748c4?pid=COMG483F5X8GDQSP&lid=LSTCOMG483F5X8GDQSPM5QHSD&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_128&otracker=search&fm=organic&iid=en_q6ZC6eZ81oxJ0dIZPV%2FbV6HQG4uBb2VqVY9D4MUbIXmhZ3%2Fv06iDr6sFtDO0GVEGzksPsYlVK5VaFZJCORrygg%3D%3D&ppt=None&ppn=None&ssid=yprj75tmz40000001663390437967&qH=c06ea84a1e3dc3c6
128,ASUS Vivobook 15 Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) M515DA-BQ331WS Thin and L...,"₹34,990",/asus-vivobook-15-ryzen-3-dual-core-3250u-8-gb-512-gb-ssd-windows-11-home-m515da-bq331ws-thin-light-laptop/p/itma868738386cc4?pid=COMGGVRGNTYYCFRY&lid=LSTCOMGGVRGNTYYCFRYKSUHHL&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_129&otracker=search&fm=organic&iid=dde86b62-8c67-47e5-be8f-8fce45f438e6.COMGGVRGNTYYCFRY.SEARCH&ppt=None&ppn=None&ssid=yprj75tmz40000001663390437967&qH=c06ea84a1e3dc3c6
129,HP Victus Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/14...,"₹67,990",/hp-victus-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-144-hz-16-d0354tx-gaming-laptop/p/itm272629b3faa52?pid=COMGEVBGVFVBFJHE&lid=LSTCOMGEVBGVFVBFJHE2H2HV0&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_130&otracker=search&fm=organic&iid=dde86b62-8c67-47e5-be8f-8fce45f438e6.COMGEVBGVFVBFJHE.SEARCH&ppt=None&ppn=None&ssid=yprj75tmz40000001663390437967&qH=c06ea84a1e3dc3c6
130,Lenovo IdeaPad Gaming 3 Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVI...,"₹57,990",/lenovo-ideapad-gaming-3-core-i5-10th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-120-hz-15imh05-laptop/p/itmf323b897b68d2?pid=COMG36BSGU46YWAX&lid=LSTCOMG36BSGU46YWAX4HBLZO&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_131&otracker=search&fm=organic&iid=dde86b62-8c67-47e5-be8f-8fce45f438e6.COMG36BSGU46YWAX.SEARCH&ppt=None&ppn=None&ssid=yprj75tmz40000001663390437967&qH=c06ea84a1e3dc3c6
131,MSI Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B10MW-659IN Thin and Light Laptop,"₹57,990",/msi-core-i7-10th-gen-8-gb-512-gb-ssd-windows-10-home-modern-14-b10mw-659in-thin-light-laptop/p/itmbcbb85feb146e?pid=COMG7GXGMF5QGXGU&lid=LSTCOMG7GXGMF5QGXGUJ3M2IR&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_132&otracker=search&fm=organic&iid=en_q6ZC6eZ81oxJ0dIZPV%2FbV6HQG4uBb2VqVY9D4MUbIXnqfF02lNgYndOeIfHVRaC5Wa6i0ZEHS4ASNGQWH0MyaQ%3D%3D&ppt=None&ppn=None&ssid=yprj75tmz40000001663390437967&qH=c06ea84a1e3dc3c6
132,RedmiBook Pro Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) Thin and Light Laptop,"₹46,490",/redmibook-pro-core-i5-11th-gen-8-gb-512-gb-ssd-windows-10-home-thin-light-laptop/p/itm436427e982703?pid=COMG4Z359A4Z3MFG&lid=LSTCOMG4Z359A4Z3MFGOJQLGB&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_133&otracker=search&fm=organic&iid=dde86b62-8c67-47e5-be8f-8fce45f438e6.COMG4Z359A4Z3MFG.SEARCH&ppt=None&ppn=None&ssid=yprj75tmz40000001663390437967&qH=c06ea84a1e3dc3c6
133,acer Aspire 3 Ryzen 3 Dual Core R33250U - (4 GB/512 GB SSD/Windows 11 Home) A315-23 Notebook,"₹27,990",/acer-aspire-3-ryzen-dual-core-r33250u-4-gb-512-gb-ssd-windows-11-home-a315-23-notebook/p/itm3dfe6441269c3?pid=COMGB64G2N5VR6BC&lid=LSTCOMGB64G2N5VR6BCS5GWHL&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_134&otracker=search&fm=organic&iid=dde86b62-8c67-47e5-be8f-8fce45f438e6.COMGB64G2N5VR6BC.SEARCH&ppt=None&ppn=None&ssid=yprj75tmz40000001663390437967&qH=c06ea84a1e3dc3c6
134,acer Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) Z2-493 Thin and Light Laptop,"₹28,990",/acer-ryzen-3-dual-core-3250u-8-gb-256-gb-ssd-windows-11-home-z2-493-thin-light-laptop/p/itm752c735b4b0a6?pid=COMGFHMJFHEDTDD4&lid=LSTCOMGFHMJFHEDTDD44ATOEE&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_135&otracker=search&fm=organic&iid=dde86b62-8c67-47e5-be8f-8fce45f438e6.COMGFHMJFHEDTDD4.SEARCH&ppt=None&ppn=None&ssid=yprj75tmz40000001663390437967&qH=c06ea84a1e3dc3c6
135,MSI Bravo 15 Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Radeon RX 55...,"₹49,990",/msi-bravo-15-ryzen-5-hexa-core-5600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-amd-radeon-rx-5500m-144-hz-b5dd-410in-gaming-laptop/p/itm12cedc4da03bc?pid=COMGGHMQVWN6JJGC&lid=LSTCOMGGHMQVWN6JJGCTAUNJV&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_136&otracker=search&fm=organic&iid=en_q6ZC6eZ81oxJ0dIZPV%2FbV6HQG4uBb2VqVY9D4MUbIXmTxJQCFVOlYlSFgTjqwvEPSFmylrQn1ZFizZPVFSfdgw%3D%3D&ppt=None&ppn=None&ssid=yprj75tmz40000001663390437967&qH=c06ea84a1e3dc3c6
136,ASUS Core i5 11th Gen - (8 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX RTX 3050) FX50...,"₹79,990",/asus-core-i5-11th-gen-8-gb-1-tb-ssd-windows-11-home-4-gb-graphics-nvidia-geforce-rtx-3050-fx506hc-hn119w-gaming-laptop/p/itm428d5f4373c4a?pid=COMGGTR6QHDVURTM&lid=LSTCOMGGTR6QHDVURTMPXAAHX&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_137&otracker=search&fm=organic&iid=dde86b62-8c67-47e5-be8f-8fce45f438e6.COMGGTR6QHDVURTM.SEARCH&ppt=None&ppn=None&ssid=yprj75tmz40000001663390437967&qH=c06ea84a1e3dc3c6
137,Infinix INBook X1 Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL11 Thin and Light Laptop,"₹29,990",/infinix-inbook-x1-core-i3-10th-gen-8-gb-256-gb-ssd-windows-11-home-xl11-thin-light-laptop/p/itm31001568d44e2?pid=COMG8Z3HYFECKTU7&lid=LSTCOMG8Z3HYFECKTU78DBGXC&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_138&otracker=search&fm=organic&iid=dde86b62-8c67-47e5-be8f-8fce45f438e6.COMG8Z3HYFECKTU7.SEARCH&ppt=None&ppn=None&ssid=yprj75tmz40000001663390437967&qH=c06ea84a1e3dc3c6
138,Lenovo Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 81X800LAIN Laptop,"₹38,990",/lenovo-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-81x800lain-laptop/p/itm9f76b5a0fe315?pid=COMGFX4JGJ66DYYG&lid=LSTCOMGFX4JGJ66DYYGQ83KN8&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_139&otracker=search&fm=organic&iid=dde86b62-8c67-47e5-be8f-8fce45f438e6.COMGFX4JGJ66DYYG.SEARCH&ppt=None&ppn=None&ssid=yprj75tmz40000001663390437967&qH=c06ea84a1e3dc3c6
139,Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDI...,"₹59,990",/lenovo-ideapad-gaming-3-ryzen-5-hexa-core-5600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-120-hz-15ach6-15ach6d1-gaming3-15ach6d1-laptop/p/itmeb72bf79e6eb4?pid=COMG8ZHDWJXZRHBW&lid=LSTCOMG8ZHDWJXZRHBWRJPFSD&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_140&otracker=search&fm=organic&iid=en_q6ZC6eZ81oxJ0dIZPV%2FbV6HQG4uBb2VqVY9D4MUbIXlSmWuejIZk7ZWnxH8%2BT8%2FETkMYE553525eIjqAPPPn1A%3D%3D&ppt=None&ppn=None&ssid=yprj75tmz40000001663390437967&qH=c06ea84a1e3dc3c6
140,ASUS ROG Strix Scar 15 (2022) Core i9 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA ...,"₹2,29,990",/asus-rog-strix-scar-15-2022-core-i9-12th-gen-32-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-3070-ti-240-hz-g533zw-ln136ws-gaming-laptop/p/itmd6e8ba35232e4?pid=COMGCZUJVKGPCCYE&lid=LSTCOMGCZUJVKGPCCYEPSSUDZ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_141&otracker=search&fm=organic&iid=dde86b62-8c67-47e5-be8f-8fce45f438e6.COMGCZUJVKGPCCYE.SEARCH&ppt=None&ppn=None&ssid=yprj75tmz40000001663390437967&qH=c06ea84a1e3dc3c6
141,APPLE 2021 Macbook Pro M1 Pro - (16 GB/512 GB SSD/Mac OS Monterey) MK1E3HN/A,"₹2,25,990",/apple-2021-macbook-pro-m1-16-gb-512-gb-ssd-mac-os-monterey-mk1e3hn-a/p/itm42e9184917963?pid=COMG7X7HWTZNF8A8&lid=LSTCOMG7X7HWTZNF8A8VYF6PU&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_142&otracker=search&fm=organic&iid=dde86b62-8c67-47e5-be8f-8fce45f438e6.COMG7X7HWTZNF8A8.SEARCH&ppt=None&ppn=None&ssid=yprj75tmz40000001663390437967&qH=c06ea84a1e3dc3c6
142,APPLE MacBook Air M1 - (8 GB/512 GB SSD/Mac OS Big Sur) Z12400092,"₹1,10,900",/apple-macbook-air-m1-8-gb-512-gb-ssd-mac-os-big-sur-z12400092/p/itmed00b1ed83f15?pid=COMG4ZYZMHKH8FEG&lid=LSTCOMG4ZYZMHKH8FEGFW0SF5&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_143&otracker=search&fm=organic&iid=dde86b62-8c67-47e5-be8f-8fce45f438e6.COMG4ZYZMHKH8FEG.SEARCH&ppt=None&ppn=None&ssid=yprj75tmz40000001663390437967&qH=c06ea84a1e3dc3c6
143,MSI Crosshair 15 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3...,"₹1,16,990",/msi-crosshair-15-core-i7-12th-gen-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-3060-144-hz-b12uez-677in-gaming-laptop/p/itm54b59189d32e7?pid=COMGEY8WPVXF7QQY&lid=LSTCOMGEY8WPVXF7QQYLWEXUW&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_144&otracker=search&fm=organic&iid=en_q6ZC6eZ81oxJ0dIZPV%2FbV6HQG4uBb2VqVY9D4MUbIXkmGKFRw1J4jQh5FwQxBX9F6JSbGYu4ezW2%2BhZeRq8q6Q%3D%3D&ppt=None&ppn=None&ssid=yprj75tmz40000001663390437967&qH=c06ea84a1e3dc3c6
144,DELL Vostro Ryzen 3 Dual Core R3-3250U - (8 GB/1 TB HDD/Windows 11 Home) Vostro 3405 Thin and Light La...,"₹36,590",/dell-vostro-ryzen-3-dual-core-r3-3250u-8-gb-1-tb-hdd-windows-11-home-3405-thin-light-laptop/p/itma47a896a440ff?pid=COMG9NYDTKAQKCAW&lid=LSTCOMG9NYDTKAQKCAW1ESTPX&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_7_145&otracker=search&fm=organic&iid=e3d3aa4a-1060-4cb7-80b5-79296ee80bc6.COMG9NYDTKAQKCAW.SEARCH&ppt=None&ppn=None&ssid=s8vahv7q9c0000001663390438975&qH=c06ea84a1e3dc3c6
145,APPLE 2022 MacBook AIR M2 - (8 GB/512 GB SSD/Mac OS Monterey) MLY03HN/A,"₹1,49,900",/apple-2022-macbook-air-m2-8-gb-512-gb-ssd-mac-os-monterey-mly03hn-a/p/itmc40ba1d98a816?pid=COMGFB2GTM7MMJYN&lid=LSTCOMGFB2GTM7MMJYNIHQHMG&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_7_146&otracker=search&fm=organic&iid=e3d3aa4a-1060-4cb7-80b5-79296ee80bc6.COMGFB2GTM7MMJYN.SEARCH&ppt=None&ppn=None&ssid=s8vahv7q9c0000001663390438975&qH=c06ea84a1e3dc3c6
146,ASUS VivoBook 15 (2022) Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-BQ322WS Thin and L...,"₹35,990",/asus-vivobook-15-2022-core-i3-10th-gen-8-gb-512-gb-ssd-windows-11-home-x515ja-bq322ws-thin-light-laptop/p/itm60eb4c38db6f6?pid=COMGB6DZBWCDEXXA&lid=LSTCOMGB6DZBWCDEXXAMHCEBC&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_7_147&otracker=search&fm=organic&iid=e3d3aa4a-1060-4cb7-80b5-79296ee80bc6.COMGB6DZBWCDEXXA.SEARCH&ppt=None&ppn=None&ssid=s8vahv7q9c0000001663390438975&qH=c06ea84a1e3dc3c6
147,MSI Core i9 12th Gen - (32 GB/2 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA GeForce RTX 3080 Ti/120 H...,"₹3,90,990",/msi-core-i9-12th-gen-32-gb-2-tb-ssd-windows-11-home-16-gb-graphics-nvidia-geforce-rtx-3080-ti-120-hz-raider-ge77hx-12uhs-205in-gaming-laptop/p/itm9e5ce41e06c01?pid=COMGGZ23UYB7ZZUU&lid=LSTCOMGGZ23UYB7ZZUU0IYJO2&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_7_148&otracker=search&fm=organic&iid=en_p3yj4L1YEJocVvuNiOXq2%2BtMHbngPqqi19efsI1ihXM5RCyiYuqmLUX0q3F81LqewE0G%2FPy5QVYZ9zUNam8UVg%3D%3D&ppt=None&ppn=None&ssid=s8vahv7q9c0000001663390438975&qH=c06ea84a1e3dc3c6
148,DELL Athlon Dual Core 3050U - (8 GB/256 GB SSD/Windows 11 Home) Vostro 3515 Thin and Light Laptop,"₹32,890",/dell-athlon-dual-core-3050u-8-gb-256-gb-ssd-windows-11-home-vostro-3515-thin-light-laptop/p/itm891119832281f?pid=COMGF478ZNMCPXPM&lid=LSTCOMGF478ZNMCPXPMBRFSQS&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_7_149&otracker=search&fm=organic&iid=e3d3aa4a-1060-4cb7-80b5-79296ee80bc6.COMGF478ZNMCPXPM.SEARCH&ppt=None&ppn=None&ssid=s8vahv7q9c0000001663390438975&qH=c06ea84a1e3dc3c6
